,name,lat,lon,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,email,phone,website,wheelchair,contact:facebook,contact:phone,wikidata,fixme,contact:website,old_name,opening_hours,smoking,source,cuisine,drink:club-mate,recycling:cans,recycling:glass,recycling:paper,addr:country,toilets:wheelchair,name:es,designation,wifi,source:name,old_name_1,description,payment:bitcoin,note,alt_name,wheelchair:description,layer,outdoor_seating,addr:subdistrict,internet_access:fee,internet_access,opening_hours:signed,name:en,craft_beer,shop,food,delivery,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,seating,addr:housename,url,contact:email,brewery,description_1,addr:state,operator,old_name_2,lgbtq,name:zh,wheelchair:description:es,microbrewery,entrance,lgbtq:bears,level,outside_seating,craft,ramp:wheelchair,diet:vegan,diet:vegetarian,name:uk,reservation,takeaway,name:ca,disused:amenity,name:fr,min_age,diet:gluten_free,facebook,capacity,beacon:type,indoormark,amenity_1,addr:unit,payment:cash,payment:credit_cards,start_date,payment:debit_cards,name:de,air_conditioning,opening_hours:covid19
1576,D'Guille,40.3910166,-3.6942754,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Layka,40.3975205,-3.6941368,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,El Deleite,40.3976535,-3.6944988,,,,,bar,,,,,,,,,,,,,,,,,,,,,El Deleite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Cervecería La Cucaña,40.4009086,-3.6934744,,,,,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Ochenta y Ocho,40.397935,-3.6944647,,,,,bar,,,,,,,,,,,,,,,,,,,,,Ochenta y Ocho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,La Tabernita Tupamaro,40.4881571,-3.3533828,,8,28804.0,Calle de La Coruña,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,La Guinguette,40.4135047,-3.7106211,Madrid,13,,Calle de Segovia,bar,,,,,https://es-es.facebook.com/LaGuinguetteMadrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Kubo King,40.4066616,-3.6830571,Madrid,6,28014.0,Paseo de la Reina Cristina,bar,,34910128581,https://www.kuboking.com/,,,,,,,,Mo-Su 12:00-01:00,,,,,,,,ES,,Kubo King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,The Sherry Corner,40.4152668,-3.7090554,,Puesto 24,,Plaza de San Miguel,bar,,,http://www.sherry-corner.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Cerveriz Bar,40.4157074,-3.7091351,,51,28013.0,Calle Mayor,bar,,,,,,,,,,,,,,,,,,,,,Cerveriz Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,El Cabañón,40.4311808,-3.7183985,,16,28008.0,Calle de Altamirano,bar,,,,,,,,,,,,,,,,,,,,,El Cabañón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Vides,40.4209558,-3.6973069,,12,28004.0,Calle de la Libertad,bar,,34915318444,http://www.vinotecavides.es,,,,,,,,Tu-Fr 17:00-02:00, Sa 12:00-02:30,,,tapas,,,,,,,Vides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Bar El Refugio,40.4919189,-3.3622458,,13,28806.0,Calle Serracines,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Valverde,40.4207199,-3.702137,,4,28004.0,Calle de Valverde,bar,,,,,,,,,,,,,,,,,,,,,Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Cervecería Milenium,40.4924564,-3.3628869999999997,,9,28806.0,Calle Carabaña,bar,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Bar social,41.0780338,-3.454904,,,,,bar,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Bar Los Arcos,40.4840862,-3.3513697000000002,,13,,Avenida de Castilla,bar,,,,,,,,,,,,,,,,,,,,,Bar Los Arcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,La Gola,40.510162,-3.3534701,,,,Calle de Juan Ramón Jiménez,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Los Mariscos,40.5913903,-4.1480096,,,,,bar,,,,,,,,,,,,,,,,,,,,,Los Mariscos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Villanueva,40.5913999,-4.1476737,,2,,Plaza de la Cruz,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Bar Restaurante Maruja,40.8582958,-3.71176,Bustarviejo,38,28720.0,Calle Parra,bar,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Kubo King,40.4066797,-3.6972145,,16,28012.0,Ronda de Atocha,bar,,,,,,,,,,,,,,tapas,,,,,,,Kubo King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,La Chulapa en Mayrit,40.4069506,-3.6993839,Madrid,37,28012.0,Calle del Doctor Fourquet,bar,,,,,,,,,,,,,,tapas,,,,,ES,,La Chulapa en Mayrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Taberna la Cañería,40.4473019,-3.7842384,,,,,bar,,,,,,,,,,,,,,,,,,,,,Taberna la Cañería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,40.3275325,-3.7365463,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,40.3277758,-3.7368252,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,40.3275693,-3.7365516,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,,40.3274711,-3.7365489,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Matador,40.4147201,-3.7027758,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Matador,40.4145746,-3.7029709,,39,,Calle de la Cruz,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Bar Dádelos,40.599509499999996,-3.5007066,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Bar La Isla,40.5993231,-3.5011676,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Bar Hidalgo,40.4542883,-3.7105292,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,La Pocha,40.4457997,-3.6988741,Madrid,95,28003.0,Calle de Ponzano,bar,,,,,,,,,,,"Tu-Th 19:00-03:00, Fr-Sa 19:00-04:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Abocados,40.3004163,-3.7534461,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,La Iguera,40.6237428,-3.9064876,,,,,bar,,,,,,,,,,,,,,,,,,,,,La Iguera,,,,,,,,,,,,,,,,La Iguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Iguera,,,,,,,,,,,,,,,
1612,Liber Arte Cantina Cultural,40.4103687,-3.7010895,,,,,bar,,,,,,,,,,,,,,,,,,,,,Liber Arte Cantina Cultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,El Garaje,40.8576317,-3.7114827999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,4 x 4,40.4905135,-3.963585,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,El Trébol de Colmenar,40.6553579,-3.7744274,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Rincón del Capricho,40.453747,-3.6034684,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Terraza de la Reina,40.420859899999996,-3.6994474999999998,Madrid,,28004.0,Plaza de Pedro Zerolo,bar,,,,,,,,,,,Mo-Su 10:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,Terraza de la Reina,,,,,,,,,,,,,various,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
1618,La viña,40.4751476,-3.6531829,,,,Calle de Sanlúcar de Barrameda,bar,,,,,,,,,,,,,,,,,,,,,La viña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Dr Limón,40.4116089,-3.7117792,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Bar España,40.8134578,-3.7673063,,,,,bar,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Bar de moteros,40.8134804,-3.768365,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Nueva Galicia,40.4161231,-3.7010454,,6,28012.0,Calle de la Cruz,bar,,,,,,,,,,,,,,spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Casa Ruth,40.4072234,-3.6796753,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Tribuetxe,40.4074282,-3.7031961,,23,,Calle de Tribulete,bar,,,,,https://es-es.facebook.com/tribuetxe/,,,,,,,,,tapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Los Jerónimos,40.418611,-3.6903516,,5,28014.0,Calle de Alfonso XI,bar,,+34 915315827,,,,,,,,,Mo-Fr 07:00-23:00, Sa 09:00-16:00,,,spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Javier Martín Croquetas & Café,40.4094175,-3.710016,,74,,Calle de Toledo,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Los Jardines,40.4722751,-3.3747742,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,La Travesía,40.4722161,-3.3723945,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,LuankoBar,40.4342287,-3.6251217000000002,,56,28037.0,Calle de Rufino González,bar,luankobar@gmail.com,+34 914402572,,,,,,,,,,,,spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Aromas de la Dehesa,40.4240111,-3.6778613,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,TDK,40.4805991,-3.3696655,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Vinisimuss Bar,40.4601703,-3.4396168,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Los Cubos,40.4557866,-3.4518848,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,La Guitarra,40.4527515,-3.4569415,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Cimmeria,40.4261381,-3.7025343,Madrid,11,28004.0,Calle de la Palma,bar,,,,,https://www.facebook.com/Cimmeria-Cocktails-544878872331231/?rf=113265658743788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,La Sede,40.4723531,-3.8683707,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,De Tapas,40.4708862,-3.8710169,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Taberna del As,40.4711847,-3.8715911,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Bar Gran Vía,40.4706065,-3.8714201,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Local 5,40.4714545,-3.8704684,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Hermanos Serrano,40.4343486,-3.8114277999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Craft Against The Machine,40.4086442,-3.7049146,Madrid,31,28012.0,Calle de los Embajadores,bar,,,,,,+34 910 57 42 09,,,https://www.craftagainstthemachine.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Clavel,40.4230388,-3.7029547,Madrid,18,28004.0,Corredera Baja de San Pablo,bar,,,,,https://es-es.facebook.com/clavelmalasana/,+34 915 21 19 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,La Piola,40.4141925,-3.6987173,Madrid,9,28014.0,Calle del León,bar,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Casa Pueblo,40.4146189,-3.6985488,Madrid,3,28014.0,Calle del León,bar,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Stop Madrid,40.4133019,-3.6957,,4,,Calle de Jesús,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Tania,40.3935946,-3.6905902,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,El Trébol,40.4322477,-3.8037216,,,,,bar,,+34 91 351 17 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,,40.4942848,-3.5675948,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MasQmenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,,40.4942849,-3.5673417,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esenza by Sha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Caffriccio,40.4977839,-3.5676176,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caffriccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Fly & Fishhh!,40.4947886,-3.5673391,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fly & Fishhh!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,La Carnicería,40.4347942,-3.8027858,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,El Cometa,40.3264894,-3.7599909,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,,40.3266436,-3.759863,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,González 2,40.3449844,-3.750549,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Pub Sand Foundation Lounge,40.5528268,-3.3243052,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Manhattan,40.4347045,-3.6294398,,,,Calle de Santa Leonor,bar,,,,,,,,,,,,,,spanish,breakfast,coffee_shop,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,D'Paso,40.4343895,-3.8115757,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Rufo's,40.4342903,-3.8132809,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Café de Minas,40.4358307,-3.8136859,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Deli Us,40.4359524,-3.8138826999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Juan Raro,40.4069766,-3.7009786,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Yaidun El Segoviano,40.3191547,-3.8729579,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,"Cervezas nacionales y de importacion, eventos deportivos, terraza",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Bar La Montaña,40.4458589,-3.6101866,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Bar la Kedada,40.1600817,-3.6211826,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,La Bodega,40.3790896,-3.7928911,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Sauna Center,40.4203576,-3.7085419,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauna Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,La Fermentería,40.4065537,-3.6775869,Madrid,36,28007.0,Calle de Narciso Serra,bar,,,,,,,,,,,"Su 12:00-23:30, Tu-We 18:00-23:30, Th 12:00-24:00, Fr-Sa 12:00-01:30",no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Bar Los Chicos,40.583789,-4.1293704,El Escorial,9 Bajo B,28280.0,Avenida Arboleda,bar,,,,,,,,,,,,,,regional,,,,,,,,,,,,Cafetería conocida como Los Chicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Los Montes,40.4325911,-3.6501674,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,La Taba,40.4324628,-3.6501378,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Tito Tita,40.4692237,-3.6978177,,4,,Plaza de Donoso,bar,,+34 913 23 75 70,,,,,,,,,"Mo-Fr, Su 07:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Bar Avenida,40.5766473,-4.2053253999999995,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Madriz,40.3795909,-3.7487532,,,,,bar,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Mada's Land,40.4354547,-3.8100801,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,El Norte Dos,40.4361732,-3.8094726999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Montaditos,40.4153573,-3.7003671000000002,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Lounger,40.4287626,-3.7051268,Madrid,,28004.0,Calle de Manuela Malasaña,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
